glucose,age,work,0.2208629809774959
residence,work,stroke,0.035003535467583766
stroke,heartdisease,residence,0.014641522871961207
heartdisease,gender,smoking,0.05543735302743261
stroke,marriage,bmi,0.07072140002261453
glucose,gender,stroke,0.009557549672831591
glucose,hypertension,stroke,0.03002434717260935
smoking,heartdisease,work,0.04542047070792783
marriage,gender,heartdisease,0.043496457692098596
hypertension,heartdisease,work,0.04541026062521615
residence,work,smoking,0.09858884556590866
gender,heartdisease,stroke,0.04264616132676888
gender,heartdisease,bmi,0.007690932368251728
bmi,heartdisease,stroke,0.06530959436222827
bmi,age,work,0.26965746872321444
age,glucose,bmi,0.050641340790177444
glucose,work,stroke,0.023386334625198214
gender,glucose,stroke,0.03025283168775454
smoking,glucose,stroke,0.045206259996391156
bmi,residence,stroke,0.00823434644505147
residence,marriage,work,0.2408688965697427
heartdisease,hypertension,stroke,0.03234382030190981
stroke,gender,marriage,0.02796739928299901
residence,marriage,stroke,0.06976540438930134
hypertension,work,glucose,0.0777831498276508
glucose,hypertension,marriage,0.06633030937912474
hypertension,age,work,0.2126958541112322
work,hypertension,stroke,0.025566477302983982
gender,marriage,work,0.22390090261703333
marriage,gender,hypertension,0.023331585131878465
smoking,marriage,stroke,0.05183174791429879
gender,work,stroke,0.0250508931530106
stroke,hypertension,smoking,0.02832547133794552
heartdisease,marriage,residence,0.0030132483783382453
stroke,hypertension,work,0.049269512034827295
heartdisease,glucose,stroke,0.03546281859876517
gender,age,heartdisease,0.07918130996717444
hypertension,marriage,smoking,0.061300197328590135
heartdisease,gender,residence,0.006464534273323868
glucose,work,residence,0.009195775937050238
glucose,age,bmi,0.14348548954661866
glucose,age,hypertension,0.0695653354961092
marriage,residence,smoking,0.00465425844235983
stroke,hypertension,heartdisease,0.04257233393370337
residence,age,marriage,0.25343030350873497
marriage,age,stroke,0.10020439633793374
heartdisease,hypertension,smoking,0.025972017891183495
residence,glucose,bmi,0.02636796573480891
glucose,heartdisease,residence,0.006909662409889748
marriage,age,work,0.18680906803318892
gender,heartdisease,smoking,0.034685837012668516
age,gender,smoking,0.09150467517855926
stroke,work,bmi,0.08764451992729608
hypertension,marriage,bmi,0.062270020208222934
smoking,gender,bmi,0.11278102841895121
stroke,gender,smoking,0.0668588113773522
smoking,age,marriage,0.22409418909954168
smoking,heartdisease,stroke,0.0648956423639393
smoking,hypertension,glucose,0.06163977265794183
marriage,hypertension,glucose,0.05591531526584086
residence,hypertension,stroke,0.049770089341481326
hypertension,gender,bmi,0.05168249717507001
residence,gender,age,0.050488814935356216
stroke,hypertension,residence,0.007215751611626938
heartdisease,work,smoking,0.07738616802531337
hypertension,gender,glucose,0.01644203191588893
heartdisease,gender,marriage,0.03422389157890687
heartdisease,gender,age,0.054977247569816895
residence,heartdisease,bmi,0.013999712072499882
work,glucose,bmi,0.0537864210139475
marriage,hypertension,bmi,0.031012093684109017
glucose,residence,bmi,0.004455848180228228
marriage,hypertension,residence,0.00296335073432617
glucose,hypertension,residence,0.004414025092002125
marriage,bmi,stroke,0.02550740656131605
heartdisease,age,marriage,0.19979722936118477
gender,hypertension,stroke,0.032625371237101096
stroke,gender,age,0.05659847112519602
work,age,residence,0.02601255432078818
residence,hypertension,smoking,0.039693506764084105
marriage,age,smoking,0.12041199976311756
bmi,gender,work,0.044262630456123095
work,age,smoking,0.08652582576453208
residence,marriage,bmi,0.11013798648649374
age,heartdisease,work,0.029746489081015688
smoking,hypertension,heartdisease,0.06043521738298833
heartdisease,gender,work,0.04629346648838883
marriage,hypertension,heartdisease,0.0644263067171046
residence,age,hypertension,0.10240548242819253
glucose,hypertension,bmi,0.00990706692476574
age,gender,hypertension,0.02284502266814199
stroke,bmi,smoking,0.02378519645475158
bmi,hypertension,residence,0.00512539991016528
hypertension,heartdisease,glucose,0.04884402279723165
heartdisease,residence,smoking,0.007081889121334782
heartdisease,smoking,stroke,0.017342000352761806
work,hypertension,smoking,0.05645059539540992
heartdisease,age,hypertension,0.08636705482182748
residence,gender,bmi,0.08154815350822955
smoking,residence,stroke,0.006867093529380399
bmi,gender,residence,0.016427005966820243
stroke,age,work,0.21715247691864636
age,heartdisease,bmi,0.04252417175454616
hypertension,gender,stroke,0.011076923253063833
hypertension,marriage,stroke,0.04672342872242271
hypertension,glucose,bmi,0.03714733865085462
bmi,heartdisease,smoking,0.060452779968915224
gender,residence,bmi,0.03882924632496057
bmi,heartdisease,residence,0.004347721617595008
stroke,residence,glucose,0.039887560448219075
work,glucose,smoking,0.06849809076472041
gender,age,work,0.21207216706199278
hypertension,heartdisease,marriage,0.05077034127194839
glucose,age,heartdisease,0.0843462597109508
stroke,age,glucose,0.09593446877309547
bmi,marriage,residence,0.0033608916163884806
hypertension,age,glucose,0.06373016992634678
residence,hypertension,marriage,0.0994353942783125
hypertension,residence,smoking,0.00571974140613256
heartdisease,work,bmi,0.08744029319343677
bmi,hypertension,glucose,0.06522954545417466
smoking,hypertension,work,0.04770572654997201
marriage,residence,glucose,0.06533653383119037
age,glucose,smoking,0.03843369360733687
age,heartdisease,glucose,0.04790001179853152
stroke,glucose,smoking,0.044898088531589074
age,gender,heartdisease,0.06506388674766347
bmi,gender,smoking,0.059430845808733465
gender,heartdisease,glucose,0.0421600716896103
hypertension,age,residence,0.014655832700414614
stroke,gender,bmi,0.0457627129404604
residence,smoking,stroke,0.030053576882300693
hypertension,bmi,smoking,0.029284066035569618
glucose,hypertension,heartdisease,0.03902083333332409
work,glucose,stroke,0.059968485314901815
hypertension,residence,stroke,0.005345239335772663
marriage,gender,residence,0.02310581221887393
residence,heartdisease,glucose,0.06257912304167548
residence,age,heartdisease,0.11705023111688151
stroke,work,smoking,0.08213718950871571
glucose,hypertension,work,0.038561553471275885
bmi,hypertension,stroke,0.0493589114900773
heartdisease,age,bmi,0.09659238603114259
bmi,hypertension,marriage,0.12987274692193493
hypertension,work,stroke,0.03254405428590358
residence,heartdisease,stroke,0.06334778095233355
marriage,bmi,smoking,0.05062006209100254
bmi,gender,heartdisease,0.04737189795213127
gender,marriage,residence,0.04610210931629982
heartdisease,hypertension,bmi,0.008281955685077738
work,heartdisease,glucose,0.05570161329284668
heartdisease,work,residence,0.008625178889808113
smoking,heartdisease,bmi,0.019858563016147964
smoking,residence,glucose,0.04497763049232922
residence,marriage,glucose,0.06114755150540876
hypertension,heartdisease,bmi,0.01555598828213351
smoking,marriage,residence,0.004500281388686021
marriage,age,glucose,0.10941251096187163
work,residence,glucose,0.037735468433479274
work,heartdisease,bmi,0.029537944923956245
stroke,heartdisease,work,0.03498642771884468
marriage,heartdisease,work,0.054302426588877725
heartdisease,age,stroke,0.0700314627994035
age,smoking,stroke,0.022858467407246338
gender,marriage,stroke,0.04717743120976858
age,work,stroke,0.024055095615425723
heartdisease,age,smoking,0.10330566334975788
stroke,age,marriage,0.1963051050199113
smoking,age,stroke,0.08263138674740741
glucose,age,smoking,0.14291754562228826
bmi,age,smoking,0.15035502124792097
glucose,heartdisease,smoking,0.03863173182890796
residence,heartdisease,work,0.044647436007352326
stroke,marriage,glucose,0.047389266437920144
age,work,residence,0.026026101806707315
gender,age,stroke,0.06178697706690586
marriage,smoking,stroke,0.026745550674134828
age,glucose,stroke,0.054768450605546075
stroke,glucose,bmi,0.033348752441746954
work,marriage,residence,0.005247352230827248
marriage,work,residence,0.007608578128050884
hypertension,gender,heartdisease,0.050564341688308714
heartdisease,marriage,stroke,0.0421927818703933
marriage,work,bmi,0.10039225877736829
stroke,age,residence,0.01006795831969878
hypertension,glucose,stroke,0.03180154210407121
hypertension,age,stroke,0.07686513653727504
marriage,heartdisease,smoking,0.04874061681207918
work,marriage,smoking,0.05377621899548184
glucose,marriage,work,0.2542775890556672
heartdisease,residence,bmi,0.007104461226182801
stroke,residence,bmi,0.015127940770571809
stroke,heartdisease,glucose,0.059103783652448935
work,heartdisease,residence,0.003913905649995453
glucose,gender,residence,0.04818917826473789
marriage,work,stroke,0.047980324034839664
age,gender,bmi,0.05821265291444168
smoking,heartdisease,marriage,0.0681725151286589
age,bmi,smoking,0.03746758069588224
heartdisease,hypertension,glucose,0.046989205637308906
marriage,hypertension,stroke,0.06392781113081253
stroke,gender,heartdisease,0.054025998179323534
bmi,age,heartdisease,0.1383218519104596
smoking,work,stroke,0.03059574097337104
gender,age,bmi,0.10039192000692632
residence,gender,hypertension,0.026437941792008226
age,gender,marriage,0.024386564745583112
heartdisease,glucose,smoking,0.03871678904500779
hypertension,gender,residence,0.0064231608144077555
heartdisease,gender,stroke,0.007164895681351226
age,gender,work,0.0417015652682117
glucose,marriage,residence,0.003643590437414394
gender,bmi,stroke,0.016611338332578163
heartdisease,marriage,smoking,0.06491156834794838
gender,heartdisease,residence,0.0013221646624967805
heartdisease,bmi,stroke,0.025274002694746278
age,residence,smoking,0.009155761842990693
glucose,marriage,stroke,0.043964649580713645
marriage,gender,age,0.05537424010459952
residence,hypertension,work,0.05413905930740856
age,work,glucose,0.05359881937694227
residence,age,smoking,0.10608032162794435
stroke,hypertension,bmi,0.018157937565302856
gender,hypertension,bmi,0.002833770940835445
bmi,gender,hypertension,0.019449738818069273
smoking,age,glucose,0.09733003769846862
residence,gender,smoking,0.07254529245301483
bmi,marriage,stroke,0.09720358546035388
bmi,gender,age,0.05066651655058477
residence,bmi,smoking,0.03993099292528511
age,work,smoking,0.06410348904542124
residence,gender,heartdisease,0.05351334411751718
hypertension,gender,smoking,0.05938905869663058
stroke,work,residence,0.007257861233991611
smoking,age,bmi,0.07166049665229672
gender,hypertension,residence,0.0011859756007805233
age,work,bmi,0.06458649864308197
hypertension,work,bmi,0.10808611639086435
residence,age,glucose,0.07247562433673527
glucose,smoking,stroke,0.015495580245383495
residence,work,glucose,0.051655446445795464
marriage,glucose,stroke,0.03985940178332109
marriage,work,smoking,0.08960175152609128
heartdisease,marriage,glucose,0.04409572655027711
hypertension,marriage,residence,0.0035868601509846222
age,marriage,residence,0.012823826263958837
residence,heartdisease,marriage,0.08682160352278714
gender,hypertension,smoking,0.02721572192424736
residence,hypertension,bmi,0.0030957059307005967
glucose,residence,stroke,0.0038954155735380575
hypertension,residence,bmi,0.006237194252843564
bmi,work,residence,0.015905443567755594
smoking,marriage,work,0.20183086412684828
marriage,gender,smoking,0.08182650217653203
residence,gender,work,0.05848395209253213
work,gender,stroke,0.03100612825665114
bmi,marriage,smoking,0.14305369834466897
smoking,heartdisease,glucose,0.05828139199159396
bmi,residence,smoking,0.005203886594254741
residence,glucose,smoking,0.04372117713840893
hypertension,age,smoking,0.09435070073586271
hypertension,residence,glucose,0.036807177217280385
stroke,heartdisease,smoking,0.04848134314582837
stroke,marriage,residence,0.016065501104105574
residence,age,bmi,0.11201179802778971
work,age,stroke,0.04841621435355088
smoking,marriage,glucose,0.07363196330487998
marriage,age,heartdisease,0.1267681779539444
gender,work,smoking,0.12043945115145456
work,bmi,stroke,0.025677277621599985
work,gender,heartdisease,0.05783527117797997
work,marriage,glucose,0.0866318509238617
bmi,heartdisease,marriage,0.1170262477519662
age,gender,stroke,0.030724989284763263
smoking,gender,heartdisease,0.05754418844411348
gender,age,residence,0.03221213463640382
marriage,age,hypertension,0.11665707446374837
work,residence,stroke,0.00386486575003082
glucose,heartdisease,work,0.03390498065705263
stroke,gender,residence,0.004586285407525075
age,residence,stroke,0.005775618588029155
glucose,age,residence,0.0046611856062119435
bmi,age,hypertension,0.13340921021795085
work,gender,marriage,0.04433564727873751
age,bmi,stroke,0.047030883151868486
gender,hypertension,heartdisease,0.04208974497340295
gender,hypertension,work,0.03752680549702831
work,residence,bmi,0.019087934782897456
smoking,hypertension,marriage,0.07602612758013694
glucose,age,stroke,0.06217072337815162
residence,bmi,stroke,0.02681808231399786
heartdisease,bmi,smoking,0.036126575142447034
residence,age,stroke,0.0927433019948636
glucose,bmi,stroke,0.022758898424582653
stroke,marriage,work,0.16849875198689215
heartdisease,gender,hypertension,0.014813927497425605
marriage,heartdisease,bmi,0.02933307509703007
heartdisease,marriage,work,0.17041492351261406
age,residence,bmi,0.007247763723458543
smoking,work,bmi,0.0742480194329696
stroke,heartdisease,marriage,0.044011667340022424
gender,age,marriage,0.24488823553254474
gender,residence,stroke,0.001459507039801191
